gene	is_in_crispr	is_in_drugcentral	is_in_hats	is_in_jdti	is_in_natdt	is_in_phipster	is_in_preprint	is_in_string	is_in_taiml	node_type	target_type	tdl	tdl_priority	uniprot	metadata
ZYG11B	False	False	False	False	False	False	True	True	False	target	human	Tdark	4.0	Q9C0D3	
SARS-CoV2 nsp10			False	False		False	True	False	False	target	virus	virus			
SARS-CoV2 nsp3-pp1a/pp1ab (gene: orf1ab)			False	False		True	False	False	False	target	virus	virus			
SARS-CoV2 nsp4-pp1a/pp1ab (gene: orf1ab)			False	False		True	False	False	False	target	virus	virus			
SARS-CoV2 orf9b			False	False		False	True	False	False	target	virus	virus			
SARS-CoV2 endoRNAse (gene: orf1ab)			False	False		True	False	False	False	target	virus	virus			
SARS-CoV2 small envelope E protein			False	False		True	False	False	False	target	virus	virus			
SARS-CoV2 nsp6			False	False		False	True	False	False	target	virus	virus			
SARS-CoV2 nsp2			False	False		False	True	False	False	target	virus	virus			
SARS-CoV2 nsp5			False	False		False	True	False	False	target	virus	virus			
SARS-CoV2 nsp7			False	False		False	True	False	False	target	virus	virus			
SARS-CoV2 nsp11			False	False		False	True	False	False	target	virus	virus			
SARS-CoV2 envelope protein			False	False		True	False	False	False	target	virus	virus			
SARS-CoV2 Orf8			False	False		True	False	False	False	target	virus	virus			
SARS-CoV2 nsp13			False	False		False	True	False	False	target	virus	virus			
SARS-CoV2 nsp4			False	False		False	True	False	False	target	virus	virus			
SARS-CoV2 nsp8-pp1a/pp1ab (gene: orf1ab)			False	False		True	False	False	False	target	virus	virus			
SARS-CoV2 orf3a			False	False		False	True	False	False	target	virus	virus			
SARS-CoV2 E			False	False		False	True	False	False	target	virus	virus			
SARS-CoV2 nsp8			False	False		False	True	False	False	target	virus	virus			
SARS-CoV2 spike glycoprotein precursor			False	False		True	False	False	False	target	virus	virus			
SARS-CoV2 nsp14			False	False		False	True	False	False	target	virus	virus			
SARS-CoV2 hypothetical protein sars9b			False	False		True	False	False	False	target	virus	virus			
SARS-CoV2 Spike			False	False		False	True	False	False	target	virus	virus			
SARS-CoV2 replicase 1AB			False	False		True	False	False	False	target	virus	virus			
SARS-CoV2 nsp12			False	False		False	True	False	False	target	virus	virus			
SARS-CoV2 nsp15			False	False		False	True	False	False	target	virus	virus			
SARS-CoV2 hypothetical protein sars7a			False	False		True	False	False	False	target	virus	virus			
SARS-CoV2 nsp7-pp1a/pp1ab (gene: orf1ab)			False	False		True	False	False	False	target	virus	virus			
SARS-CoV2 excised_polyprotein 1..4369 (gene: orf1ab)			False	False		True	False	False	False	target	virus	virus			
SARS-CoV2 E2 glycoprotein precursor (gene: S)			False	False		True	False	False	False	target	virus	virus			
SARS-CoV2 hypothetical protein orf7b			False	False		True	False	False	False	target	virus	virus			
SARS-CoV2 orf6			False	False		False	True	False	False	target	virus	virus			
SARS-CoV2 orf7a			False	False		False	True	False	False	target	virus	virus			
SARS-CoV2 2-O-ribose methyltransferase (2-o-MT) (gene: orf1ab)			False	False		True	False	False	False	target	virus	virus			
SARS-CoV2 spike glycoprotein			False	False		True	False	False	False	target	virus	virus			
SARS-CoV2 orf8			False	False		False	True	False	False	target	virus	virus			
SARS-CoV2 nucleocapsid protein			False	False		True	False	False	False	target	virus	virus			
SARS-CoV2 orf10			False	False		False	True	False	False	target	virus	virus			
SARS-CoV2 full_polyprotein 1..4382			False	False		True	False	False	False	target	virus	virus			
SARS-CoV2 RNA-dependent RNA polymerase (gene: orf1ab)			False	False		True	False	False	False	target	virus	virus			
SARS-CoV2 nsp9			False	False		False	True	False	False	target	virus	virus			
SARS-CoV2 3-to-5 exonuclease (gene: orf1ab)			False	False		True	False	False	False	target	virus	virus			
SARS-CoV2 formerly known as growth-factor-like protein (gene: orf1ab)			False	False		True	False	False	False	target	virus	virus			
SARS-CoV2 orf3b			False	False		False	True	False	False	target	virus	virus			
SARS-CoV2 nsp1			False	False		False	True	False	False	target	virus	virus			
SARS-CoV2 leader protein (gene: orf1ab)			False	False		True	False	False	False	target	virus	virus			
SARS-CoV2 nucleocapsid protein (gene: N)			False	False		True	False	False	False	target	virus	virus			
SARS-CoV2 Orf9			False	False		True	False	False	False	target	virus	virus			
SARS-CoV2 nsp13-pp1ab (ZD, NTPase/HEL; RNA (gene: orf1ab)			False	False		True	False	False	False	target	virus	virus			
SARS-CoV2 N			False	False		False	True	False	False	target	virus	virus			
SARS-CoV2 M			False	False		False	True	False	False	target	virus	virus			
SARS-CoV2 nsp9-pp1a/pp1ab (gene: orf1ab)			False	False		True	False	False	False	target	virus	virus			
SARS-CoV2 nsp5_C145A			False	False		False	True	False	False	target	virus	virus			
SARS-CoV2 orf9c			False	False		False	True	False	False	target	virus	virus			
SARS-CoV2 Orf13			False	False		True	False	False	False	target	virus	virus			
